Lara Croft Tomb Raider - Legend	https://archive.org/download/SonyPSPManuals/Tomb Raider - Legend (USA).pdf
Tony Hawk's Underground 2 Remix	https://archive.org/download/SonyPSPManuals/Tony Hawk's Underground 2 Remix (USA).pdf
Transformers - The Game	https://archive.org/download/SonyPSPManuals/Transformers - The Game (USA).pdf
Traxxpad - Portable Studio	https://archive.org/download/SonyPSPManuals/Traxxpad - Portable Studio (USA).pdf
Twisted Metal - Head-On	https://archive.org/download/SonyPSPManuals/Twisted Metal - Head On (USA).pdf
UEFA Euro 2008 - Austria-Switzerland	https://archive.org/download/SonyPSPManuals/UEFA Euro 2008 (USA).pdf
Untold Legends - Brotherhood of the Blade	https://archive.org/download/SonyPSPManuals/Untold Legends - Brotherhood of the Blade (USA).pdf
Untold Legends - The Warrior's Code	https://archive.org/download/SonyPSPManuals/Untold Legends - The Warrior's Code (USA).pdf
Valkyrie Profile - Lenneth	https://archive.org/download/SonyPSPManuals/Valkyrie Profile - Lenneth (USA).pdf
Virtua Tennis - World Tour	https://archive.org/download/SonyPSPManuals/Virtua Tennis - World Tour (USA).pdf
Virtua Tennis 3	https://archive.org/download/SonyPSPManuals/Virtua Tennis 3 (USA).pdf
Wild Arms XF	https://archive.org/download/SonyPSPManuals/Wild Arms XF (USA).pdf
Pro Evolution Soccer 6	https://archive.org/download/SonyPSPManuals/Winning Eleven - Pro Evolution Soccer 2007 (USA).pdf
Winx Club - Join the Club	https://archive.org/download/SonyPSPManuals/Winx Club - Join the Club (USA).pdf
WipEout Pure	https://archive.org/download/SonyPSPManuals/WipeOut Pure (Australia).pdf
World Championship Poker 2 featuring Howard Lederer	https://archive.org/download/SonyPSPManuals/World Championship Poker 2 featuring Howard Lederer (USA).pdf
World Championship Poker featuring Howard Lederer - All In	https://archive.org/download/SonyPSPManuals/World Championship Poker featuring Howard Lederer - All In (USA).pdf
World Poker Tour	https://archive.org/download/SonyPSPManuals/World Poker Tour (USA).pdf
World Series of Poker	https://archive.org/download/SonyPSPManuals/World Series of Poker (USA).pdf
Pro Evolution Soccer 5	https://archive.org/download/SonyPSPManuals/World Soccer Winning Eleven 9 (USA).pdf
World Tour Soccer 2	https://archive.org/download/SonyPSPManuals/World Tour Soccer 06 (USA).pdf
WRC - FIA World Rally Championship	https://archive.org/download/SonyPSPManuals/WRC - FIA World Rally Championship (USA).pdf
WWE SmackDown vs. Raw 2007	https://archive.org/download/SonyPSPManuals/WWE SmackDown! vs. RAW 2007 (USA).pdf
WWE SmackDown vs. Raw 2008	https://archive.org/download/SonyPSPManuals/WWE SmackDown! vs. RAW 2008 featuring ECW (USA).pdf
WWE SmackDown vs. Raw 2009	https://archive.org/download/SonyPSPManuals/WWE SmackDown! vs. RAW 2009 featuring ECW (USA).pdf
Xiaolin Showdown	https://archive.org/download/SonyPSPManuals/Xiaolin Showdown (USA).pdf
Ys - The Ark of Napishtim	https://archive.org/download/SonyPSPManuals/Ys - The Ark of Napishtim (USA).pdf
Yu-Gi-Oh! GX - Tag Force	https://archive.org/download/SonyPSPManuals/Yu-Gi-Oh! GX - Tag Force (USA).pdf
Yu-Gi-Oh! GX - Tag Force 2	https://archive.org/download/SonyPSPManuals/Yu-Gi-Oh! GX - Tag Force 2 (USA).pdf
