boxyboy	lr-fbneo	5
bradley	lr-mame	5
brain	lr-fbneo	5
brapboys	lr-fbneo	5
brdrline	lr-mame	5
breakers	lr-fbneo	5
breakrev	lr-fbneo	5
brickzn	lr-mame	5
brival	lr-mame	5
brixian	lr-mame	5
brkball	lr-mame	5
brkthru	lr-fbneo	5
brod	lr-mame	5
brubber	lr-fbneo	5
brutforc	lr-mame	5
brvblade	lr-mame2016	4
bshark	lr-fbneo	5
bsktball	lr-mame	5
bssoccer	lr-fbneo	5
bstars	lr-fbneo	5
bstars2	lr-fbneo	5
btime	lr-fbneo	5
btlkroad	lr-fbneo	5
btoads	lr-fbneo	5
bubblem	lr-fbneo	5
bubbles	lr-fbneo	5
bubbletr	lr-mame	5
bubl2000	lr-fbneo	5
bublbob2	lr-fbneo	5
bublbobl	lr-fbneo	5
bublbust	lr-fbneo	5
buccanrs	lr-fbneo	5
buckrog	lr-fbneo	5
bucky	lr-fbneo	5
buggyboy	lr-mame	5
buggychl	lr-fbneo	5
bullet	lr-fbneo	5
bullfgt	lr-fbneo	5
bullfgtr	lr-mame	5
bullsdrt	lr-mame	5
burglarx	lr-fbneo	5
burnforc	lr-fbneo	5
burningf	lr-fbneo	5
butasan	lr-fbneo	5
bwidow	lr-fbneo	5
bwings	lr-fbneo	5
bygone	lr-fbneo	5
bzone	lr-mame	5
cabal	lr-fbneo	5
cachat	lr-fbneo	5
cadanglr	lr-fbneo	5
cadash	lr-fbneo	5
cairblad	lr-fbneo	5
calcune	lr-mame	5
calibr50	lr-fbneo	5
calipso	lr-fbneo	5
calorie	lr-fbneo	5
cameltry	lr-fbneo	5
candy	lr-fbneo	5
cannball	lr-fbneo	5
cannonbp	lr-mame	5
canvas	lr-fbneo	5
canyon	lr-mame	5
capbowl	lr-fbneo	5
captaven	lr-fbneo	5
captcomm	lr-fbneo	5
carjmbre	lr-fbneo	5
carket	lr-mame	5
carnival	lr-fbneo	5
carpolo	lr-mame	4
carrera	lr-mame	5
casanova	lr-fbneo	5
cashquiz	lr-fbneo	5
castfant	lr-fbneo	5
catacomb	lr-fbneo	5
catchp	lr-mame0222	5
catnmous	lr-mame	5
cavelon	lr-fbneo	5
cavenger	lr-fbneo	5
cawing	lr-fbneo	5
cbasebal	lr-mame	5
cbdash	lr-fbneo	5
cbombers	lr-fbneo	5
cbuster	lr-fbneo	5
ccastles	lr-fbneo	5
cchasm	lr-mame	5
cclimber	lr-fbneo	5
cclimbr2	lr-fbneo	5
cclownz	lr-mame	5
cdracula	lr-mame	5
cecmatch	lr-mame	5
centiped	lr-fbneo	5
cerberus	lr-mame	5
cexplore	lr-fbneo	5
cfarm	lr-mame	5
cfboy0a1	lr-fbneo	5
cfghtice	lr-fbneo	5
cflyball	lr-fbneo	5
cgangpzl	lr-fbneo	5
cgraplop	lr-fbneo	5
chainrec	lr-fbneo	5
chaknpop	lr-fbneo	5
challeng	lr-mame	5
cham24	lr-mame	5
chameleo	lr-fbneo	5
champbas	lr-mame	5
champbb2	lr-mame	5
champbwl	lr-mame	5
champwr	lr-fbneo	5
chanbara	lr-fbneo	5
changela	lr-mame	5
changes	lr-fbneo	5
charlien	lr-fbneo	5
chasehq	lr-fbneo	5
chboxing	lr-mame	5
checkman	lr-fbneo	5
checkmat	lr-mame	5
cheekyms	lr-fbneo	5
cheesech	lr-fbneo	5
chelnov	lr-fbneo	5
cheyenne	lr-mame	5
chiller	lr-mame	5
chimerab	lr-fbneo	5
chinagat	lr-fbneo	5
chinatwn	lr-fbneo	5
chinhero	lr-fbneo	5
chkun	lr-fbneo	3
chokchok	lr-fbneo	5
choko	lr-fbneo	5
choplift	lr-fbneo	5
chopper	lr-fbneo	5
chqflag	lr-fbneo	5
chukatai	lr-fbneo	5
chwrestl	lr-mame	5
chwy	lr-fbneo	5
circus	lr-mame	5
circusc	lr-fbneo	5
cischeat	lr-fbneo	5
citybomb	lr-fbneo	5
citycon	lr-fbneo	5
citylove	lr-mame	5
ckong	lr-fbneo	5
ckongpt2	lr-fbneo	5
clapapa	lr-fbneo	5
claypign	lr-mame	5
clayshoo	lr-mame	5
cleopatr	lr-fbneo	5
cloak	lr-fbneo	5
cloud9	lr-fbneo	5
clowns	lr-mame	5
clshroad	lr-fbneo	5
cltchitr	lr-fbneo	5
clubpacm	lr-fbneo	5
cluckypo	lr-fbneo	5
cluedo	lr-mame2016	5
cmanhat	lr-fbneo	5
cmissnx	lr-fbneo	5
cnbe	lr-fbneo	5
cnightst	lr-fbneo	5
cninja	lr-fbneo	5
cobracom	lr-fbneo	5
cocoloco	lr-mame	5
colony7	lr-fbneo	5
columns	lr-mame	5
columns2	lr-mame	5
columnsn	lr-fbneo	5
combat	lr-mame	5
combatsc	lr-mame	5
combh	lr-fbneo	5
commando	lr-fbneo	5
commandw	lr-fbneo	5
commsega	lr-fbneo	5
comotion	lr-fbneo	5
compgolf	lr-mame	5
complexx	lr-fbneo	5
congo	lr-fbneo	5
contcirc	lr-fbneo	5
contra	lr-fbneo	5
cookbib	lr-fbneo	5
cookbib2	lr-fbneo	5
cookbib3	lr-fbneo	5
coolmini	lr-fbneo	5
coolpool	lr-mame	5
coozumou	lr-fbneo	5
cop01	lr-fbneo	5
copsnrob	lr-mame	5
coronatn	lr-mame	5
cosmccop	lr-fbneo	5
cosmica	lr-mame	5
cosmicg	lr-mame	5
cosmo	lr-mame	5
cosmogng	lr-fbneo	5
cosmos	lr-mame	5
cotton	lr-fbneo	5
cotton2	advmame	5
cottonbm	advmame	5
countrun	lr-fbneo	5
countryc	lr-mame	5
cphd	lr-fbneo	5
cppicf	lr-fbneo	5
cprobowl	lr-fbneo	5
cprogolf	lr-fbneo	5
cpsoccer	lr-fbneo	5
cptennis	lr-fbneo	5
cracksht	lr-mame	5
crash	lr-mame	5
crashh	lr-fbneo	5
crater	lr-mame	5
crazyfgt	lr-fbneo	5
crazywar	lr-fbneo	5
crbaloon	lr-fbneo	5
crgolf	lr-mame	5
crgolfhi	lr-mame	5
crimec	lr-fbneo	5
crimfght	lr-fbneo	5
crkdown	lr-fbneo	5
croquis	lr-fbneo	5
crospang	lr-fbneo	5
crossbow	lr-mame	5
crshrace	lr-fbneo	5
crswd2bl	lr-fbneo	5
crsword	lr-fbneo	5
crush	lr-fbneo	5
crusherm	lr-fbneo	5
cryptklr	lr-mame2010	5
crysking	lr-mame2016	5
crystal2	lr-mame	5
crystalg	lr-mame	5
crzcross	lr-mame2016	5
crzrally	lr-fbneo	5
csclub	lr-fbneo	5
cscrtry	lr-fbneo	5
csdtenis	lr-fbneo	5
cshift	lr-mame	5
csilver	lr-fbneo	5
cskater	lr-fbneo	5
csprint	lr-mame	5
csuperas	lr-fbneo	5
cterrani	lr-fbneo	5
ctisland	lr-fbneo	5
ctomaday	lr-fbneo	5
ctornado	lr-fbneo	5
ctower	lr-fbneo	5
ctribe	lr-fbneo	5
cubeqst	lr-mame	2
cubybop	lr-fbneo	5
cuebrick	lr-fbneo	5
cultures	lr-fbneo	5
cupfinal	lr-fbneo	5
cupsoc	lr-mame	5
curvebal	lr-mame	5
cutefght	lr-fbneo	5
cutieq	lr-fbneo	5
cworld	lr-fbneo	5
cworld2j	lr-fbneo	5
cybattlr	lr-fbneo	5
cyberbal	lr-mame2016	5
cyberlip	lr-fbneo	5
cybertnk	lr-fbneo	5
cybots	lr-fbneo	5
cybstorm	lr-mame	5
cyclemb	lr-fbneo	5
cyclwarr	lr-mame	3
cyvern	lr-fbneo	5
czeroize	lr-fbneo	5
dacholer	lr-fbneo	5
dai2kaku	lr-mame	5
dai3wksi	lr-mame	5
daikaiju	lr-mame	5
daioh	lr-fbneo	5
daiskiss	lr-mame2016	5
daitorid	lr-fbneo	5
dambustr	lr-fbneo	5
danceyes	lr-mame2003-plus	5
dangar	lr-fbneo	5
dangerz	lr-mame0222	5
dangseed	lr-fbneo	5
dankuga	lr-fbneo	5
daraku	lr-fbneo	5
darius	lr-fbneo	5
darius2	lr-fbneo	5
dariusg	lr-fbneo	5
dariusgx	lr-fbneo	5
darkedge	lr-mame2016	5
darkmist	lr-fbneo	5
darkplnt	lr-mame	5
darkseal	lr-fbneo	5
darktowr	lr-fbneo	5
darkwar	lr-mame	5
darwin	lr-fbneo	5
dazzler	lr-mame	5
dblaxle	lr-fbneo	4
dbldynj	lr-fbneo	5
dblewing	lr-fbneo	5
dblplay	lr-mame	5
dblpoint	lr-fbneo	5
dbreed	lr-fbneo	5
dbz	lr-fbneo	5
dbz2	lr-fbneo	5
dbzvrvs	lr-mame2016	5
dcclub	lr-fbneo	5
dcheese	lr-mame	5
dcon	lr-fbneo	5
dday	lr-fbneo	5
ddayjlc	lr-mame	5
ddboy	lr-mame	5
ddcrew	lr-fbneo	5
ddealer	lr-mame	5
ddenlovj	lr-mame	5
dderby	lr-fbneo	5
ddonpach	lr-fbneo	5
ddp2	lr-fbneo	5
ddp3	lr-fbneo	5
ddpdfk	lr-fbneo	5
ddpsdoj	lr-fbneo	5
ddragon	lr-mame	5
ddragon2	lr-fbneo	5
ddragon3	lr-fbneo	5
ddribble	lr-fbneo	5
ddsom	lr-fbneo	5
ddtod	lr-fbneo	5
ddungeon	lr-mame	5
ddux	lr-fbneo	5
deadang	lr-fbneo	5
deadconx	lr-fbneo	5
deadeye	lr-mame	5
deathsml	lr-fbneo	5
decomult	lr-fbneo	5
deerhunt	lr-mame	5
defender	lr-fbneo	5
deluxe5	lr-fbneo	5
demndrgn	lr-mame	5
demoderb	lr-fbneo	5
demon	lr-mame	5
demoneye	lr-mame	5
demonwld	lr-fbneo	5
denjinmk	lr-fbneo	5
depthch	lr-mame	5
deroon	lr-fbneo	5
desertbr	lr-fbneo	5
desertdn	lr-fbneo	5
desertgu	lr-mame	5
desertwr	lr-mame	3
destroyr	lr-mame	5
destryer	lr-mame	5
devilfsh	lr-fbneo	5
devilw	lr-fbneo	5
devstors	lr-fbneo	5
devzone	lr-mame	4
dfjail	lr-mame	5
dfkbl	lr-fbneo	5
dharma	lr-fbneo	5
diamond	lr-fbneo	5
dicegame	lr-fbneo	5
dietgo	lr-fbneo	5
digdug	lr-fbneo	5
digdug2	lr-fbneo	5
digger	lr-mame	5
diggerma	lr-fbneo	5
dimahoo	lr-fbneo	5
dingo	lr-fbneo	5
dino	lr-fbneo	5
dinorex	lr-fbneo	5
dirtfoxj	lr-fbneo	5
disco	lr-fbneo	5
discoboy	lr-mame	5
divebomb	lr-fbneo	5
diverboy	lr-fbneo	5
djboy	lr-fbneo	5
dkong	lr-fbneo	5
dkong3	lr-fbneo	5
dkongjr	lr-fbneo	5
dleague	lr-fbneo	5
dmnfrnt	lr-fbneo	5
doapp	lr-mame2016	3
docastle	lr-fbneo	5
dockman	lr-fbneo	5
dodgem	lr-mame	5
dodgeman	lr-fbneo	5
dodghero	lr-mame	5
dogfgt	lr-fbneo	5
dogfight	lr-fbneo	5
dogpatch	lr-mame	5
dogyuun	lr-fbneo	5
dokaben	lr-fbneo	5
dokaben2	lr-mame	5
dokidoki	lr-mame	5
dolmen	lr-fbneo	5
domino	lr-fbneo	5
dominob	lr-mame	5
dominos	lr-mame	5
dommy	lr-fbneo	5
dondenmj	lr-mame	5
dondokod	lr-fbneo	5
donight	lr-fbneo	5
donpachi	lr-fbneo	5
dorachan	lr-fbneo	4
dorodon	lr-fbneo	5
dorunrun	lr-fbneo	5
dotrikun	lr-fbneo	4
dotron	lr-fbneo	5
doubledr	lr-fbneo	5
dowild	lr-fbneo	5
downtown	lr-fbneo	5
dplay	lr-mame	5
dquizgo	lr-fbneo	5
dquizgo2	lr-fbneo	5
draco	lr-mame2015	5
dragnblz	lr-fbneo	5
dragngun	lr-fbneo	5
dragonsh	lr-fbneo	4
dragoona	lr-mame2016	3
dragrace	lr-mame	5
drakton	lr-mame	5
dreamwld	lr-fbneo	5
dremshpr	lr-fbneo	5
drgnbowl	lr-fbneo	5
drgnbstr	lr-fbneo	5
drgnmst	lr-fbneo	5
drgnunit	lr-fbneo	5
drgnwrld	lr-mame	5
drgpunch	lr-mame	5
drgw2	lr-fbneo	5
drgw3	lr-fbneo	5
dribling	lr-fbneo	5
drifto94	lr-fbneo	5
driftout	lr-fbneo	5
drivfrcp	lr-mame	5
drmicro	lr-fbneo	5
drtomy	lr-fbneo	5
drtoppel	lr-fbneo	5
dsaber	lr-fbneo	5
dsmbl	lr-fbneo	5
dsoccr94	lr-fbneo	5
dspirit	lr-fbneo	5
dstlk	lr-fbneo	5
dtfamily	lr-fbneo	3
dunkmnia	lr-mame2003-plus	4
dunkshot	lr-fbneo	5
dw2001	lr-fbneo	5
dwpc	lr-fbneo	4
dyger	lr-fbneo	5
dynablst	lr-fbneo	5
dynabomb	lr-fbneo	5
dynagear	lr-fbneo	5
dynamski	lr-fbneo	5
dynashot	lr-mame	5
dynduke	lr-fbneo	5
dynwar	lr-fbneo	5
eaglshot	lr-fbneo	5
earthjkr	lr-fbneo	5
ebases	lr-mame	5
ecofghtr	lr-fbneo	5
edf	lr-fbneo	5
edrandy	lr-fbneo	5
eeekk	lr-fbneo	5
efdt	lr-fbneo	5
egghunt	lr-fbneo	5
eggor	lr-fbneo	5
eggventr	lr-mame	5
eightfrc	lr-fbneo	5
eightman	lr-fbneo	5
einning	lr-mame	5
ejanhs	lr-mame	5
ejihon	advmame	5
elecyoyo	lr-fbneo	5
elevator	lr-fbneo	5
elim2	lr-mame	5
elvactr	lr-fbneo	5
embargo	lr-mame	4
emeralda	lr-fbneo	5
empcity	lr-fbneo	5
enduror	lr-fbneo	5
enforce	lr-fbneo	5
enigma2	lr-mame	5
enmadaio	lr-mame	5
eprom	lr-fbneo	5
equites	lr-mame	5
ertictac	lr-mame	5
esb	lr-mame	5
esckids	lr-fbneo	5
escounts	lr-mame	5
espgal	lr-fbneo	5
espgal2	lr-fbneo	5
espial	lr-fbneo	5
esprade	lr-fbneo	5
eswat	lr-fbneo	5
eto	lr-fbneo	5
euroch92	lr-fbneo	5
evilston	lr-fbneo	5
evosocc	lr-mame0222	5
excelsr	lr-fbneo	5
exctleag	lr-fbneo	4
exctscc2	lr-mame	5
exctsccr	lr-mame	5
exedexes	lr-fbneo	5
exerion	lr-fbneo	5
explbrkr	lr-fbneo	5
exprraid	lr-fbneo	5
extdwnhl	lr-fbneo	5
exterm	lr-fbneo	5
extrmatn	lr-fbneo	5
exvania	lr-fbneo	5
exzisus	lr-fbneo	5
eyes	lr-fbneo	5
f15se	lr-mame	2
f1dream	lr-mame	5
f1en	lr-fbneo	5
f1gp	lr-fbneo	5
f1gp2	lr-fbneo	5
f1gpstar	lr-fbneo	5
f1gpstr2	lr-mame	5
f1lap	lr-mame	5
faceoff	lr-fbneo	5
fantasia	lr-fbneo	5
fantastc	lr-mame	5
fantasyu	lr-fbneo	5
fantjour	lr-mame2016	5
fantland	lr-fbneo	5
fantsia2	lr-fbneo	5
fantzn2	lr-fbneo	5
fantzn2x	lr-fbneo	5
fantzone	lr-fbneo	5
fastlane	lr-fbneo	5
fatfursp	lr-fbneo	5
fatfury1	lr-fbneo	5
fatfury2	lr-fbneo	5
fatfury3	lr-fbneo	5
fax	lr-mame	5
fball	lr-fbneo	5
fbfrenzy	lr-fbneo	5
fcombat	lr-mame	5
feversos	lr-fbneo	5
ffight	lr-fbneo	5
fghtatck	lr-fbneo	5
fghtbskt	lr-fbneo	5
fghthist	lr-fbneo	5
fgoal	lr-mame	4
fgtlayer	lr-mame2016	3
fhawk	lr-fbneo	5
fieldday	lr-mame	5
fightfev	lr-fbneo	5
fightrol	lr-fbneo	5
filetto	lr-mame	5
finalap2	lr-fbneo	5
finalap3	lr-fbneo	5
finalapr	lr-mame2015	5
finalb	lr-fbneo	5
finalgdr	lr-fbneo	5
finalizr	lr-fbneo	5
finallap	lr-fbneo	4
finalttr	lr-fbneo	5
finehour	lr-fbneo	5
firebatl	lr-fbneo	5
firebeas	lr-fbneo	5
fireone	lr-mame2016	4
fireshrk	lr-fbneo	5
firetrap	lr-fbneo	5
firetrk	lr-mame	5
fishfren	lr-mame2016	5
fitegolf	lr-fbneo	5
fitfight	lr-mame	4
fiveside	lr-mame	3
fixeight	lr-fbneo	5
flagrall	lr-fbneo	5
flamegun	lr-mame2016	5
flashgal	lr-fbneo	5
flicky	lr-fbneo	5
flipjack	lr-fbneo	5
flipshot	lr-fbneo	5
flower	lr-fbneo	5
flstory	lr-fbneo	5
flyball	lr-mame	5
flyboy	lr-fbneo	5
flytiger	lr-fbneo	5
fncywld	lr-fbneo	5
fnkyfish	lr-fbneo	5
foodf	lr-fbneo	5
footchmp	lr-fbneo	5
forgottn	lr-fbneo	5
formatz	lr-fbneo	5
fort2b	lr-fbneo	5
fourplay	lr-mame	5
fourtrax	lr-mame2016	5
fpoint	lr-fbneo	5
fredmem	lr-mame	5
freekick	lr-mame	5
freeze	lr-fbneo	5
freezeat	lr-mame	5
frenzy	lr-fbneo	5
friskyt	lr-fbneo	5
frogger	lr-fbneo	5
frogs	lr-mame	5
froman2b	lr-fbneo	5
fromanc4	lr-mame	5
fromancr	lr-mame	5
frontlin	lr-fbneo	5
fround	lr-fbneo	5
fshark	lr-fbneo	5
fsoccer	lr-mame	5
fspiderb	lr-fbneo	5
fstarfrc	lr-fbneo	5
ftimpcta	lr-mame2016	2
funkybee	lr-fbneo	5
funkyfig	lr-mame	5
funkyjet	lr-fbneo	5
funybubl	lr-fbneo	5
funystrp	lr-mame	5
futari15	lr-fbneo	5
futaribl	lr-fbneo	5
futflash	lr-mame	5
futspy	lr-fbneo	5
g13knd	advmame	2
ga2	lr-mame	5
gaia	lr-fbneo	5
gaialast	lr-fbneo	5
gaiapols	lr-fbneo	5
galactic	lr-mame	5
galaga	lr-fbneo	5
galaga88	lr-fbneo	5
galastrm	lr-fbneo	5
galaxia	lr-mame	5
galaxian	lr-fbneo	5
galaxyfg	lr-fbneo	5
galaxygn	lr-fbneo	5
galgame	lr-mame	5
galgame2	lr-mame	5
galgame3	lr-mame	5
galgame4	lr-mame	5
galivan	lr-fbneo	5
galmedes	lr-fbneo	5
galpani2	lr-mame	5
galpani3	lr-fbneo	5
galpani4	lr-fbneo	5
galpanic	lr-fbneo	5
galpanis	lr-fbneo	5
galpans2	lr-fbneo	5
galpans3	lr-fbneo	5
galspnbl	lr-mame	5
galxwars	lr-mame	5
gametngk	lr-mame2016	5
ganbare	lr-fbneo	5
gangwars	lr-fbneo	5
ganjaja	lr-mame	5
ganryu	lr-fbneo	5
gaplus	lr-fbneo	5
gardia	lr-fbneo	5
garogun	lr-fbneo	5
garou	lr-fbneo	5
garyoret	lr-fbneo	5
gaunt2	lr-fbneo	5
gauntlet	lr-fbneo	5
